Date,Taxa SELIC,SELIC_daylly,r_SELIC,a,b,c,aloc,k1,k3,r_ef,var_ef,k2
2008-03-17,11.18,1.0002903992084755,0.014622248176648922,0.23513266830435828,-0.41715735750839483,0.18636695440551998,[-0.94  1.38 -0.04  0.6 ],6.415030725477323,0.0028662381219446064,0.8936170858321936,0.0013535563097760099,6.3268377349877785
2008-03-18,11.17,1.0002901527032986,0.014621998139622505,0.20481296505407823,-0.36193394371518556,0.16121425051871482,[-0.92  1.34 -0.03  0.61],5.643864378871867,0.00315747459544253,0.8909714798666719,0.0013281415652544417,5.55810859805586
2008-03-19,11.18,1.0002903992084755,0.014622248176648034,0.16971909530578455,-0.30007694901623705,0.13414671421991836,[-0.77  1.12  0.05  0.61],4.372379392003922,0.004124074547926651,0.8942509908707124,0.0015243918951881711,4.283801408586373
2008-03-20,11.18,1.0002903992084755,0.014622498213736623,0.15723332742396443,-0.2799937823338288,0.12632582664644632,[-0.54  0.8   0.15  0.59],3.8408395401520323,0.004727016632847734,0.9025472453762386,0.0016991464532739927,3.750013409699025
2008-03-24,11.18,1.0002903992084755,0.014622498213736623,0.13762341238520984,-0.24682864803624532,0.11241769131083271,[-0.29  0.49  0.24  0.56],3.2941404482885766,0.005267053211129403,0.9111310610882966,0.0017738692618797058,3.204602360894116
2008-03-25,11.18,1.0002903992084755,0.014622498213736623,0.12172848237513141,-0.21813004126607397,0.0994215687860575,[-0.24  0.42  0.26  0.56],2.950072599796564,0.0055804658170968335,0.9118397135238585,0.0017332835717103648,2.8628964469834117
2008-03-26,11.18,1.0002903992084755,0.014622498213736401,0.12644293288353087,-0.2264266300516624,0.1029630776931764,[-0.24  0.4   0.26  0.58],3.1658487271347093,0.005119778545208084,0.9096947771801385,0.001621119672360094,3.0808028180344404
2008-03-27,11.18,1.0002903992084755,0.01462249821373618,0.12105809664392021,-0.216586628502809,0.09841235011158281,[-0.22  0.35  0.27  0.59],3.0869959062896455,0.005093227072648159,0.908993380131581,0.0015630868112479685,3.003744757763396
2008-03-28,11.18,1.0002903992084755,0.01462249821373618,0.120843241830043,-0.21642832569828507,0.09838297883009837,[-0.18  0.28  0.3   0.6 ],3.1432356667243426,0.0048895847223362175,0.9093774056288323,0.0015013547968434273,3.06173567036795
2008-03-31,11.18,1.0002903992084755,0.01462249821373618,0.1220719411944447,-0.21887279894606912,0.0995600662266926,[-0.16  0.24  0.31  0.6 ],3.204311934035117,0.004756123154794393,0.9099726541946603,0.0014735035900427884,3.123596121441403
2008-04-01,11.18,1.0002903992084755,0.01462249821373618,0.12626862728715324,-0.22713637562823744,0.10358441401467278,[-0.12  0.19  0.34  0.59],3.3283706870369407,0.004571239209603008,0.9122994845216792,0.001460175543381852,3.2481496702317862
2008-04-02,11.13,1.000289166461411,0.014621247803948245,0.11360642735375427,-0.20450716754645315,0.09345318979453604,[-0.11  0.19  0.35  0.57],3.0169858089956354,0.004809307186639828,0.9141645762652365,0.0014405176664552964,2.938499418655496
2008-04-03,11.18,1.0002903992084755,0.014621497840789921,0.11389523499421292,-0.20495324065386253,0.09359327744131227,[-0.13  0.23  0.36  0.54],3.054365683404045,0.004715540235104827,0.9135376141825917,0.0014121620859378736,2.976530272623318
2008-04-04,11.18,1.0002903992084755,0.014621497840790143,0.1008817918568975,-0.1816783227363421,0.08303968557794295,[-0.14  0.28  0.36  0.5 ],2.8609009603209716,0.0045476563351154195,0.9143656579222896,0.0012629570353388452,2.7882668353746083
2008-04-07,11.18,1.0002903992084755,0.014621497840789699,0.08431215689607674,-0.15306545065916943,0.07066112167810212,[-0.04  0.16  0.39  0.48],2.444062183206277,0.004740208542204249,0.9235343940649287,0.0012110822626340537,2.3753703303900546
2008-04-08,11.18,1.0002903992084755,0.014621747877691993,0.06709329132395853,-0.1248019740210469,0.059118093330299715,[ 0.24 -0.14  0.45  0.45],2.0404082131223817,0.004586363913970937,0.9476671152995911,0.0011020374568185825,1.979176425178685
2008-04-09,11.18,1.0002903992084755,0.014621747877692659,0.0599976371278451,-0.11285361702575723,0.05413237897780821,[ 0.36 -0.29  0.47  0.46],1.8394518235601516,0.004651656753787519,0.9596357080107967,0.0010858838564765895,1.7805694469490763
2008-04-10,11.18,1.0002903992084755,0.014621747877692437,0.052338026927243805,-0.09940283528202151,0.048274762412009696,[ 0.48 -0.39  0.48  0.44],1.5947151830989574,0.0049316924016750575,0.971634393856248,0.0011024875909531112,1.5372394126329392
2008-04-11,11.18,1.0002903992084755,0.014621747877692437,0.04231987190368004,-0.08226907900347488,0.0410201620543114,[ 0.75 -0.7   0.49  0.46],1.313702126457999,0.004975206674749943,0.9976047384467042,0.0010655193931222392,1.2606055679162378
2008-04-14,11.18,1.0002903992084755,0.014621747877692437,0.03699003205868212,-0.07311290539861452,0.037143124251341655,[ 0.95 -0.89  0.47  0.47],1.1609555649375627,0.0049748366278027645,1.0164654022863324,0.001044557376636934,1.1105723682582478
2008-04-15,11.18,1.0002903992084755,0.014621747877692659,0.0336622609519635,-0.06809478131380554,0.035361593437543,[ 1.17 -1.1   0.44  0.48],1.1070077156437677,0.004459824842717668,1.0389975895885797,0.0009502287855492277,1.061198519583388
2008-04-16,11.18,1.0002903992084755,0.014621747877692659,0.03340285502657749,-0.06755679745811927,0.035094386656107465,[ 1.13 -1.06  0.44  0.49],1.0916769953235732,0.004533811445231686,1.0393660916665226,0.0009626408917175151,1.04560843578328
2008-04-17,11.68,1.0003026963595358,0.014634221212348919,0.035573132738947064,-0.07224001658539529,0.0375521929281833,[ 1.09 -1.01  0.42  0.5 ],1.2012865892984366,0.0040725997437972075,1.0400057475565296,0.0008984861212834649,1.1567767605855634
2008-04-18,11.65,1.0003019600802163,0.014645947863034303,0.037838255073227786,-0.07749791985149923,0.04047193767633197,[ 1.08 -1.    0.4   0.51],1.3459234154878053,0.003477691670478443,1.0447610770059117,0.0008065556258560605,1.304085761362732
2008-04-22,11.64,1.0003017146099327,0.014657425656128709,0.04234104277087832,-0.08579032030219481,0.04420326058195755,[ 0.87 -0.83  0.4   0.56],1.5494564263498627,0.0032001982350385503,1.030750853954034,0.0007599422113361709,1.507563927755506
2008-04-23,11.64,1.0003017146099327,0.014668903579061476,0.04448611402860015,-0.08929290760040114,0.04553827016346032,[ 0.71 -0.72  0.42  0.59],1.6454923993335973,0.0031376776872540503,1.020217905910856,0.0007431774322602446,1.6031134169277066
2008-04-24,11.62,1.0003012236035764,0.01467988356759009,0.04641120171669213,-0.09271066410857688,0.04704948432538394,[ 0.63 -0.65  0.4   0.62],1.6947486807093741,0.0031895739257560177,1.0152159239708296,0.0007624674735221684,1.6513147774615964
